Susceptible,Infected,Recovered,1st_Vaccination_Dose,2nd_Vaccination_Dose,3rd_Vaccination_Dose,4th_Vaccination_Dose
1.0137185438441638,135080.5661461974,1140173.5687499393,19922.6131499967,32283.534466326684,37545.792796036134,26591.41597023498
1.0226400866438357,131539.97794984456,1120441.329893879,19266.044410857383,31547.414612557244,37048.74329278048,26329.595721914488
1.030814479995784,128186.65672974741,1100974.0801357906,18631.113895244238,30826.50492175374,36555.99398692213,26069.844920667794
1.0382938622812163,125003.16898302126,1081777.1376332361,18017.10847862343,30120.55394038846,36067.57310902953,25812.14881373339
1.0451285506442138,121974.00264124862,1062854.5811457504,17423.338539042874,29429.31160557852,35583.506468616935,25556.492983580418
1.051366894548133,119085.34834372674,1044209.4029838301,16849.137182243532,28752.52938971554,35103.81751245227,25302.86333320484
1.0570548101703532,116324.90616561094,1025843.6439527202,16293.859492951531,28089.960434906054,34628.5273827339,25051.24607189605
1.0622359555558423,113681.7141071952,1007758.5129049772,15756.881810387022,27441.35967798403,34157.65497511498,24801.627701446585
1.0669513012642877,111145.99611320667,989954.4924845472,15237.601027541137,26806.483966490112,33691.216996487776,24553.99500280294
1.0712393281898,108709.02807352178,972431.4321656183,14735.43391534358,26185.09216583716,33229.22802234448,24308.335023179767
1.0751359847521542,106363.01847418777,955188.6309556363,14249.81647082532,25576.945259055996,32771.700553498486,24064.635063614474
1.0786747029544843,104101.00174341892,938224.9109254953,13780.20325272247,24981.806433968744,32318.6450761833,23822.882666509766
1.0818864853871726,101916.74754138851,921538.6800516112,13326.06683576339,24399.441175440345,31870.070111009245,23583.06560483849
1.0848000143132623,99804.67531953192,905127.9905201141,12886.897146191426,23829.617332115144,31425.98227661763,23345.1718699904
1.0874417504881615,97759.78243355989,888990.5881878019,12462.200936163557,23272.105193800726,30986.386339656543,23109.189661487897
1.0898360185796128,95777.58047308022,873123.9558663017,12051.50122495118,22726.677549433796,30551.285270120483,22875.10737658304
1.0920052155901077,93854.03240721578,857525.3560155778,11654.33672086666,22193.109750131367,30120.680299459622,22642.91359935163
1.0939698595920706,91985.50601150133,842191.8621959217,11270.261341727071,21671.179758158414,29694.570970154793,22412.597091652195
1.0957487160709254,90168.73002179035,827120.3884956089,10898.843723755977,21160.66819136404,29272.955187437623,22184.146783971668
1.0973589431784962,88400.75145299722,812307.7180578636,10539.66671504633,20661.35836609832,28855.82927338642,21957.551766024615
1.0988162147261062,86678.89987371149,797750.5267824506,10192.326905242093,20173.03633395344,28443.18801833592,21732.801278047333
1.1001347922516256,85000.756733075,783445.4034974463,9856.43417875454,19695.490912820507,28035.024730742993,21509.884702583426
1.1013277205605827,83364.1281804127,769388.8676701692,9531.611280808345,19228.513713340057,27631.331286535635,21288.791556568183
1.1024068082161989,81767.0198373727,755577.3857343475,9217.49338975449,18771.899162240003,27232.09817840716,21069.511483579627
1.1033828282754534,80207.61467394054,742007.3852519108,8913.727705624928,18325.444521634014,26837.31456409953,20852.03424643913
1.104265566373893,78684.25383421998,728675.2670195615,8619.973055469085,17888.949904201803,26446.96831357087,20636.349720177062
1.1050638718101256,77195.4195786834,715577.4156964162,8335.899510985957,17462.218284868442,26061.04605541239,20422.44788528226
1.1057858316083313,75739.7199380307,702710.2092379711,8061.188017161028,17045.055509432877,25679.533222569284,20210.31882120725
1.1064387382279115,74315.87519066157,690070.0270629345,7795.5300337610015,16637.270299922573,25302.414097178684,19999.952700167796
1.1070291488781294,72922.70588652915,677653.2571488958,7538.627188872229,16238.674257061231,24929.671854524226,19791.339781217204
1.1075631617734891,71559.12225720746,665456.30216857,7290.190944013048,15849.081859922042,24561.28860612781,19584.47040458908
1.1080461421817305,70224.11478931665,653475.584823579,7049.942270004953,15468.310463005802,24197.245442013187,19379.334986292248
1.1084830146886844,68916.74584542243,641707.552512115,6817.61133944795,15096.180293193083,23837.52247147959,19175.92401298733
1.1088782172445368,67636.14249594625,630148.6812471175,6592.937240998811,14732.514447193873,23482.09886190972,18974.22803721766
1.1092357853669443,66381.48873967495,618795.4785695788,6375.667530306173,14377.138830555197,23130.952894674076,18774.237671610394
1.1095593473034027,65152.02190304513,607644.4875210058,6165.558264420922,14029.882249959799,22784.061970603416,18575.94358672321
1.1098521922652258,63947.025509920095,596692.2882887692,5962.373465639452,13690.576316548906,22441.402675853376,18379.336504841733
1.110117294727328,62765.82520742018,585935.5001451451,5765.884898335904,13359.055438304218,22102.95081389528,18184.40719644425
1.1103573392728847,61607.78499367736,575370.7835794163,5575.871883838948,13035.15683027388,21768.6814347967,17991.14647679466
1.1105747535483312,60472.30327713135,564994.8416040754,5392.121014094484,12718.720484428606,21438.56887485979,17799.545202032357
1.1107717295693003,59358.80990196202,554804.4207339305,5214.425925513559,12409.589148273128,21112.58678889304,17609.594266030337
1.1109502402222837,58266.76303643948,544796.311994657,5042.587053300969,12107.608303060226,20790.708186010448,17421.28459695698
1.1111120822197007,57195.646270888006,534967.3517484345,4876.4113830949755,11812.62613961266,20472.905466115284,17234.60715388435
1.111258878214385,56144.96666487309,525314.4220977238,4715.712256920566,11524.493537162047,20159.1504489576,17049.552924237534
1.111392082500541,55114.253008666616,515834.45113776403,4560.309184602638,11243.064040430676,19849.414402461516,16866.11292140557
1.1115130100142503,54103.05393803418,506524.41320087557,4410.027636759019,10968.193833225509,19543.668073736415,16684.278182166436
1.1116228567721786,53110.93609517337,497381.3290333701,4264.6988333211875,10699.741710305892,19241.881720930276,16504.03976411089
1.1117226916295486,52137.482654211904,488402.26581388485,4124.159553506652,10437.569050420718,18944.02514220677,16325.388743407608
1.1118134774817618,51182.29193443509,479584.33709472325,3988.2519457844187,10181.539787911204,18650.067704876583,16148.316212634521
1.111896105733235,50244.97647551466,470924.70252472017,3856.823363800354,9931.520384758147,18359.978371042886,15972.813279065987
1.111971348804567,49325.16197722415,462420.5676195711,3729.7261942229115,9687.379801323923,18073.725724290434,15798.871062871718
1.1120399278336999,48422.48636313,454069.1834594844,3606.817690183155,9448.989466402134,17791.277995699325,15626.48069545708
1.1121024910763146,47536.59892829875,445867.84634637326,3487.95980996325,9216.223247126278,17512.603089139033,15455.633317909414
1.112159618638306,46667.15957724393,437813.89740393835,3373.019060702588,8988.95741776221,17237.668605901978,15286.320079598403
1.1122118193876407,45813.8381256189,429904.72215830715,3261.866347239104,8767.070628973557,16966.44186861756,15118.532136853539
1.1122595808522742,44976.3137568434,422137.7500388979,3154.3768307932924,8550.44387638,16698.889943797967,14952.260651865357
1.1123033340851751,44154.27437202903,414510.453932963,3050.429781664815,8338.960469275205,16434.97966518684,14787.496791467453
1.112343451951706,43347.41624717244,407020.3495938738,2949.9084531574454,8132.505998392674,16174.677654141913,14624.231726379032
1.1123802869188313,42555.44352144861,399664.9951382191,2852.699947084541,7930.9683039718475,15917.950341094904,14462.45663027886
1.1124141546917967,41778.067770000525,392441.99050268636,2758.6950843434956,7734.237443780359,15664.763986324724,14302.16267897813
1.1124453446593958,41015.00765504959,385348.9768716353,2667.788284056571,7542.205660660392,15415.084699435689,14143.34104979395
1.1124741038627532,40265.988595660136,378383.63610546547,2579.877445970105,7354.76735027624,15168.878458306956,13985.98292098323
1.1125006576127885,39530.74245433716,371543.69016289077,2494.86383460471,7171.819028822403,14926.111127765675,13830.079471214298
1.1125252101476726,38809.00723916985,364826.9005196302,2412.6519656346945,6993.259300667958,14686.748477914987,13675.62187908908
1.1125479716128008,38100.526899483506,358231.0675647991,2333.1495044612534,6818.988825988902,14450.756200535494,13522.601322922323
1.1125691182492161,37405.051062664876,351754.0300221234,2256.267159823084,6648.910288575399,14218.099926204344,13371.00898041268
1.1125887980915277,36722.33480603526,345393.66435753606,2181.9185805684533,6482.9283635829515,13988.74524094535,13220.836028380654
1.1126070952101328,36052.1384807558,339147.8841890103,2110.020262915273,6320.949685495022,13762.657701132726,13072.073642723448
1.1126241576112301,35394.227514702936,333014.63970092335,2040.4914545532074,6162.882816193466,13539.80284888647,12924.712998297471
1.1126401614822086,34748.372250330365,326991.9170592185,1973.2540654748084,6008.638213203893,13320.14622634328,12778.745268937666
1.1126551498361859,34114.34778076786,321077.73782949126,1908.2325790345983,5858.128198032712,13103.653389870125,12634.161627477939
1.112669222044878,33491.93380350752,315270.1584262309,1845.3539688397218,5711.26692607394,12890.289923585295,12490.953245848232
1.1126824714634675,32880.914493073375,309567.2696153003,1784.5476220246705,5567.970359277245,12680.021452478035,12349.111295232591
1.112694968387946,32281.078288648943,303967.1953093275,1725.7452157336818,5428.156201634673,12472.813653907333,12208.626946270097
1.112706780256677,31692.21793641377,298468.0932727612,1668.8807286076803,5291.743934949762,12268.632271407847,12069.491369279604
1.1127179681827237,31114.13024437127,293068.1535745748,1613.8902960076955,5158.654736072345,12067.443125383183,11931.695734578796
1.1127285874051829,30546.615988617614,287765.5981292156,1560.712147269345,5028.811451440088,11869.21212337218,11795.231212787958
1.1127386877336813,29989.47985110229,282558.6804834686,1509.2865576332622,4902.1385843046155,11673.905271718846,11660.088975202132
1.1127483142203123,29442.530298121597,277445.6851124293,1459.5557671514623,4778.562256006521,11481.488686399862,11526.260194229459
1.112757507620784,28905.57949855794,272424.9269421971,1411.4639243202246,4658.010179504532,11291.928601052494,11393.736043755684
1.1127663044598202,28378.44323744163,267494.7508482026,1364.9570241953909,4540.411631240273,11105.191376582987,11262.507699620128
1.1127747379177513,27860.940814334434,262653.53104183497,1319.9828372129218,4425.6974169709465,10921.243511259761,11132.566340139776
1.1127828383411376,27352.89494153077,257899.6704546449,1276.4908352103137,4313.799837098889,10740.051652038463,11003.903146747176
1.1127906330747104,26854.131713611365,253231.60050144835,1234.43216586313,4204.652672874069,10561.582598510637,10876.509304401006
1.1127981468332981,26364.480527396958,248647.78055278366,1193.7595943135116,4098.191156630674,10385.803311081963,10750.37600217354
1.112805401559594,25883.77400138362,244146.69741096837,1154.427445120863,3994.351942187874,10212.680919103157,10625.494433843798
1.112812416841681,25411.847897805095,239726.86478670518,1116.3915453139318,3893.0730751660353,10042.182728787608,10501.855798534016
1.1128192112401663,24948.541055096066,235386.82282393824,1079.6091739212923,3794.2939658483224,9874.276230202353,10379.451301357163
1.1128258026079993,24493.695327553847,231125.13765974756,1044.0390163942352,3697.955363910543,9708.929103487564,10258.272154065871
1.1128322059178204,24047.15552894523,226940.40100216985,1009.6411221663419,3603.999334090683,9546.109224465852,10138.309575709869
1.1128384319618678,23608.769370385817,222831.22967859765,976.376858850814,3512.3692302598906,9385.784670653044,10019.55479330531
1.1128444907665478,23178.38739775303,218796.2651772994,944.208866673779,3423.0096690579144,9227.92372705762,9901.999042533482
1.1128503985699862,22755.862935473844,214834.17321798563,913.1010168631741,3335.8665050660725,9072.494891402428,9785.633568447058
1.1128561713849447,22341.05203048102,210943.6433240836,883.0183706323004,3250.8868060680925,8919.466879168598,9670.44962618032
1.1128618192613433,21933.813398685015,207123.38840515248,853.927140079905,3168.018828821671,8768.80862826598,9556.438481674988
1.1128673296945235,21534.008374688656,203372.14435753925,825.794651731747,3087.2119958183016,8620.48930323291,9443.591412405944
1.1128726948565255,21141.500859279764,199688.66965463432,798.5893090049793,3008.4168714844486,8474.478299524726,9331.89970811139
1.1128779499681645,20756.157269649604,196071.74495010992,772.2805568472377,2931.58513906969,8330.74524738596,9221.354671532205
1.1128831579222802,20377.84649000309,192520.1726835485,746.838846752272,2856.66957766914,8189.260015642247,9111.947619150775
1.1128883625936448,20006.43982432925,189032.77669706228,722.2356039218001,2783.624039835799,8049.992715010489,9003.669881940832
1.112893389953304,19641.810950590498,185608.40185957056,698.4431953098766,2712.403429624194,7912.913701280878,8896.512806111767
1.1128981478171347,19283.835945864666,182245.9143618404,675.4349007347774,2642.963693858984,7777.9936068776615,8790.467772294438
1.1129029650540256,18932.392980601613,178944.19888206123,653.1848801820653,2575.261756868946,7645.203233555077,8685.526123793925
1.1129077025112633,18587.36262318486,175702.16152815346,631.6681383315001,2509.25554951512,7514.513709985545,8581.679273117114
1.1129123638511729,18248.627603789173,172518.72763703065,610.8605063520733,2444.9039672525423,7385.896401788627,8478.918635929818
1.1129169523762414,17916.07282139923,169392.8418783935,590.7386203138577,2382.166859417791,7259.322930665564,8377.235645423021
1.1129214711687148,17589.585279790183,166323.4677156818,571.2798796151317,2321.004995649586,7134.765178512613,8276.621755268832
1.1129259230296433,17269.054056738074,163309.58714534546,552.4624285443108,2261.380051884974,7012.195287594521,8177.06843925673
1.1129303105492754,16954.370269807634,160350.20041115762,534.2651327744416,2203.254592995661,6891.585663112053,8078.567192171442
1.1129346361138814,16645.427031451556,157444.32562332015,516.667551373595,2146.5920503057428,6772.9089749527075,7981.109530817398
1.1129389019228284,16342.11942655023,154590.99856729445,499.6499230860273,2091.3567104328895,6656.138158378176,7884.686994451203
1.1129431099937395,16044.34446499092,151789.2722990398,483.1931377434826,2037.5136917678592,6541.246415257079,7789.291145612782
1.1129472621964314,15752.001046941521,149038.21684941376,467.27871497729404,1985.0289270328915,6428.207215256565,7694.913570942444
1.112951360290357,15464.98991526709,146336.91881589586,451.88877621788185,1933.8691396390673,6316.9942967358875,7601.54588196658
1.1129554059027424,15183.213632537168,143684.48116450157,437.0060314512067,1884.001832050293,6207.581667135731,7509.17971564723
1.1129594005639853,14906.576553976372,141080.02299465137,422.6137643751875,1835.3952721942344,6099.943602999005,7417.806734872142
1.1129633456974546,14634.984795799062,138522.6792660194,408.6958144241449,1788.0184775468028,5994.054650327064,7327.418629130716
1.1129672425735442,14368.346192225283,136011.60043004222,395.23655166075883,1741.8411936500215,5889.8896253828625,7238.007115408652
1.1129710922979785,14106.570263093505,133545.9521492188,382.22085893971234,1696.8338778556847,5787.423614764443,7149.563938835739
1.1129748960319583,13849.568185220427,131124.91504721149,369.6341167379472,1652.9676848888487,5686.631975184553,7062.080873271393
1.1129786552062362,13597.252763299317,128747.68445529375,357.4621877491552,1610.214452211392,5587.490333240718,6975.5497219048775
1.1129823710575364,13349.538400307389,126413.47015475306,345.69140127119283,1568.5466851703056,5489.974585151778,6889.962317868617
1.1129860442268933,13106.341068051488,124121.49612015704,334.30853777754197,1527.937542208317,5394.060896438997,6805.31052484729
1.112989674336538,12867.578276625229,121871.00025343604,323.30081298500505,1488.3608195693591,5299.72570155702,6721.586237715717
1.1129932616296456,12633.169045994287,119661.23413509133,312.65586353531137,1449.79093704095,5206.945703299809,6638.7813831265585
1.112996809694178,12403.03387876079,117491.46278537388,302.36173351287243,1412.2029243016634,5115.697872109107,6556.887920074864
1.113000323120146,12177.09473275784,115360.96442400705,292.4068609436574,1375.5724072072105,5025.959445338801,6475.897840465416
1.1130038036801149,11955.27499463993,113269.03023807475,282.78006506086746,1339.8755945807902,4937.707926404312,6395.803169658072
1.1130072411415841,11737.499453714147,111214.96415200969,273.4705338376186,1305.0892651661095,4850.921083851564,6316.595967006271
1.1130106219416882,11523.69427571681,109198.08259707355,264.4678115491399,1271.1907545593522,4765.576950398164,6238.268326395111
1.1130139477994148,11313.786977418757,107217.71428780757,255.761786934485,1238.1579425666234,4681.653821900447,6160.8123767603865
1.113017248799346,11107.70640143168,105273.20000007309,247.34268162996773,1205.9692406946306,4599.130256227211,6084.2202826012535
1.1130205697552016,10905.382692926858,103363.89236470054,239.20104005414802,1174.6035806298012,4517.985071901952,6008.484244445825
1.1130239438079519,10706.747273879895,101489.15564068395,231.32771728275,1144.0404014046683,4438.197347100956,5933.59649937809
1.113027257651455,10511.732822117807,99648.3655273174,223.7138707127587,1114.259639084462,4359.746417971454,5859.54932144379
1.1130302368156868,10320.273247061275,97840.90895001679,216.350949150007,1085.2417147560184,4282.61187741092,5786.3350221366
1.1130334025572135,10132.303661775934,96066.18381914267,209.23068261625565,1056.9675221655302,4206.773572240546,5713.945950271673
1.1130365216335458,9947.760390344065,94323.5990919613,202.34507730798077,1029.4184257088525,4132.211609763683,5642.374495142084
1.1130396084938856,9766.580883980207,92612.57401738006,195.6863955362019,1002.5762285959912,4058.906340402958,5571.613082610676
1.1130426636234279,9588.703743866716,90932.53834747561,189.24715680837235,976.4231792259852,3986.838365816144,5501.654177261482
1.113045687484618,9414.06871920375,89282.9323265291,183.02013252601756,950.9419673016271,3915.9885424895633,5432.490284343696
1.1130486805327573,9242.616652893186,87663.20620014837,176.99832999200683,926.1157005049096,3846.3379729738526,5364.11394924008
1.1130516432139368,9074.289460067832,86072.82002290999,171.1749847688559,901.9278947249966,3777.8680033936093,5296.517757321586
1.113054575961478,8909.030119235915,84511.24358126224,165.54355587578058,878.362469018047,3710.56022377167,5229.694334430473
1.1130574792003136,8746.78265264277,82977.95621863168,160.09771812640497,855.4037359249633,3644.396466445173,5163.636347425931
1.1130603533455405,8587.49210767047,81472.44666899189,154.83135543682675,833.0363926666997,3579.3588041003945,5098.336504454396
1.1130631988039152,8431.104535912973,79994.2128697436,149.73855321744176,811.2455111783725,3515.4295476356715,5033.787555280708
1.113066015972708,8277.566974423647,78542.7617939508,144.81359161258737,790.0165291840709,3452.591244216304,4969.982291581218
1.1130688052428546,8126.827427772683,77117.60928973636,140.05093910585444,769.3352416618055,3390.8266753744074,4906.913547235894
1.1130715669977942,7978.83485164914,75718.2799333678,135.4452467847247,749.1877930767356,3330.118855200421,4844.57419858998
1.113074301611125,7833.539136367992,74344.30688139384,130.99134264973597,729.5606695991994,3270.451028469843,4782.957164707432
1.1130770094522622,7690.891085239645,72995.2316766898,126.6842241763195,710.4406889064455,3211.80666817005,4722.055407700358
1.1130796908876384,7550.842397655313,71670.6040965427,122.5190526948541,691.814992275096,3154.16947343333,4661.861932968769
1.1130823462735824,7413.345657666418,70369.98204986144,118.4911497708627,673.6710393010859,3097.523368023503,4602.369789347078
1.113084975958902,7278.354316993012,69092.93142447616,114.59599163594248,655.9965999836742,3041.8524982068134,4543.572069338278
1.1130875802909372,7145.822678376377,67839.02593742286,110.82920381749587,638.7797470014613,2987.141230606347,4485.461909334805
1.1130901596110467,7015.705879277649,66607.84698820341,107.18655598886602,622.0088481896319,2933.374150025232,4428.0324898237595
1.113092714255758,6887.959876241865,65398.98351805453,103.66395701461263,605.6725593184872,2880.5360573693174,4371.277035585287
1.113095244549835,6762.541429627925,64212.03187220185,100.25745035724111,589.7598171347735,2828.6119674461615,4315.188815860431
1.1130977508215785,6639.408089941917,63046.59567654334,96.96320999326886,574.2598331463,2777.587106974745,4259.7611444974655
1.1131002333930093,6518.518182674848,61902.285700907036,93.77753582661158,559.162086706616,2727.4469124155253,4204.987380119497
1.1131026925821077,6399.830795169252,60778.71974028541,90.69684997103909,544.4563191266894,2678.1770279091315,4150.860926240838
1.1131051286969529,6283.30576195849,59675.522482442444,87.71769245225633,530.1325270506798,2629.7633030758593,4097.3752314101
1.1131075420451118,6168.903651160027,58592.32538489006,84.8367173371002,516.1809563548089,2582.1917908894266,4044.5237893295835
1.1131099329313552,6056.585750919603,57528.76655225421,82.05068893203425,502.5920960959057,2535.448745516531,3992.300138965722
1.1131123016611857,5946.314056289947,56484.49061746971,79.35647818378422,489.35667269079966,2489.520620165515,3940.697864644505
1.1131146485295598,5838.05125609032,55459.14862283338,76.75105904918853,476.465644076668,2444.394064950301,3889.71059615002
1.1131169738199966,5731.760720347184,54452.39790613494,74.23150516904222,463.9101941944591,2400.055924741926,3839.3320087987745
1.1131192778267283,5627.406488375669,53463.90199242183,71.79498684671817,451.6817278271757,2356.4932370215565,3789.555823485139
1.113121560838508,5524.953255284197,52493.330471919886,69.43876725835574,439.7718645694071,2313.6932297358208,3740.3758067938115
1.1131238231346041,5424.366361884677,51540.35890786136,67.16020031530884,428.172434671869,2271.64331915136,3691.7857709672685
1.1131260649942791,5325.611780677816,50604.66870984836,64.95672662060221,416.87547272190767,2230.3311077130243,3643.7795740417896
1.1131282866883625,5228.656106402962,49685.94704732942,62.82587161342188,405.87321383977667,2189.7443819119167,3596.351119784744
1.1131304884864666,5133.466542739515,48783.88672924808,60.765241876907105,395.1580877508672,2149.8711101431213,3549.4943578018438
1.1131326706621065,5040.010892720702,47898.186116371086,58.77252317807278,384.7227148954995,2110.699440599067,3503.2032834819297
1.1131348334841118,4948.257546606549,47028.54901124184,56.84547732892884,374.55990114586297,2072.21769913432,3457.4719380527126
1.1131369772230109,4858.175471809117,46174.68456622774,54.981939982602036,364.66263364097637,2034.4143871658403,3412.2944085485965
1.1131391021326704,4769.734202369672,45336.30718764028,53.17981820517021,355.0240763733095,1997.2781795776802,3367.6648277973018
1.1131412084594219,4682.9038278282,44513.136434460925,51.43708780235095,345.63756545214466,1960.7979225953616,3323.577374432507
1.113143296448047,4597.654984475334,43704.89693817414,49.75179164428879,336.4966056422957,1924.9626317567024,3280.0262728051393
1.1131453663364053,4513.958843539746,42911.31829545342,48.122036703459756,327.59486526132895,1889.7614897606118,3237.0057930251405
1.1131474184041126,4431.787103320968,42132.13499582522,46.5459927263331,318.9261731842941,1855.1838444875675,3194.5102508352666
1.113149452923157,4351.111977769053,41367.08631782164,45.02188944278064,310.48451395222924,1821.2192068600718,3152.534007636394
1.1131514701684913,4271.906188561331,40615.91625617565,43.548015190601866,302.2640247393794,1787.8572488767156,3111.0714703644126
1.1131534703730015,4194.142954672179,39878.37342675866,42.12271452891835,294.258990988869,1755.0878015196474,3070.1170914734
1.1131554536792345,4117.795983974779,39154.210989571024,40.74438666052243,286.46384312375545,1722.9008527720741,3029.665368833187
1.1131574202459658,4042.839464188436,38443.186565937875,39.411483578609236,278.8731529070397,1691.2865456105428,2989.7108456547335
1.113159370174773,3969.2480535920868,37745.06215359953,38.12250814238776,271.4816296849314,1660.2351759696094,2950.2481104249164
1.1131613038877433,3896.9968735141374,37059.60405766321,36.8760127971815,264.28411754972194,1629.7371908456257,2911.2717967680005
1.1131632218305931,3826.061498366802,36386.58279963576,35.67059739758892,257.27559122943865,1599.7831862123255,2872.7765834085953
1.113165124603558,3756.417949017971,35725.77305626056,34.50490823625668,250.45115370295068,1570.3639052015626,2834.7571939971904
1.1131670127180924,3688.0426830704087,35076.953570731115,33.37763596068142,243.8060322179369,1541.4702360348344,2797.2083970629083
1.1131688857802768,3620.912588221302,34439.907091430505,32.28751458043799,237.3355758926972,1513.0932102150146,2760.1250058403484
1.1131707431607463,3555.0049733583423,33814.42029045164,31.233319675745584,231.0352521554237,1485.2240005254696,2723.5018781888407
